Station,Elevation
0.0,295.6
0.5,295.59
1.0,295.59
1.5,295.58
2.0,295.57
2.5,295.57
3.0,295.56
3.5,295.55
4.0,295.55
4.5,295.54
5.0,295.53
5.5,295.52
6.0,295.52
6.5,295.51
7.0,295.5
7.5,295.48
8.0,295.47
8.5,295.46
9.0,295.44
9.5,295.43
10.0,295.41
10.5,295.4
11.0,295.37
11.5,295.35
12.0,295.33
12.5,295.31
13.0,295.28
13.5,295.26
14.0,295.23
14.5,295.21
15.0,295.18
15.5,295.16
16.0,295.13
16.5,295.11
17.0,295.08
17.5,295.06
18.0,295.03
18.5,295.01
19.0,294.98
19.5,294.96
20.0,294.93
20.5,294.91
21.0,294.88
21.5,294.86
22.0,294.84
22.5,294.82
23.0,294.8
23.5,294.78
24.0,294.75
24.5,294.73
25.0,294.71
25.5,294.69
26.0,294.67
26.5,294.65
27.0,294.63
27.5,294.61
28.0,294.59
28.5,294.57
29.0,294.54
29.5,294.53
30.0,294.51
30.5,294.5
31.0,294.48
31.5,294.46
32.0,294.45
32.5,294.43
33.0,294.41
33.5,294.38
34.0,294.34
34.5,294.31
35.0,294.27
35.5,294.24
36.0,294.2
36.5,294.16
37.0,294.12
37.5,294.08
38.0,294.03
38.5,293.98
39.0,293.94
39.5,293.89
40.0,293.85
40.5,293.81
41.0,293.78
41.5,293.75
42.0,293.72
42.5,293.7
43.0,293.67
43.5,293.64
44.0,293.61
44.5,293.58
45.0,293.56
45.5,293.51
46.0,293.47
46.5,293.42
47.0,293.37
47.5,293.33
48.0,293.3
48.5,293.3
49.0,293.3
49.5,293.3
50.0,293.3
50.5,293.3
51.0,293.3
51.5,293.3
52.0,293.3
52.5,293.3
53.0,293.3
53.5,293.3
54.0,293.3
54.5,293.3
55.0,293.3
55.5,293.3
56.0,293.3
56.5,293.3
57.0,293.3
57.5,293.3
58.0,293.3
58.5,293.3
59.0,293.3
59.5,293.3
60.0,293.3
60.5,293.3
61.0,293.3
61.5,293.3
62.0,293.3
62.5,293.3
63.0,293.3
63.5,293.3
64.0,293.3
64.5,293.3
65.0,293.3
65.5,293.3
66.0,293.3
66.5,293.3
67.0,293.3
67.5,293.3
68.0,293.3
68.5,293.3
69.0,293.3
69.5,293.3
70.0,293.3
70.5,293.3
71.0,293.3
71.5,293.3
72.0,293.3
72.5,293.3
73.0,293.3
73.5,293.3
74.0,293.3
74.5,293.3
75.0,293.3
75.5,293.3
76.0,293.3
76.5,293.3
77.0,293.3
77.5,293.3
78.0,293.3
78.5,293.3
79.0,293.3
79.5,293.3
80.0,293.3
80.5,293.3
81.0,293.3
81.5,293.3
82.0,293.3
82.5,293.3
83.0,293.3
83.5,293.3
84.0,293.3
84.5,293.3
85.0,293.3
85.5,293.3
86.0,293.3
86.5,293.3
87.0,293.3
87.5,293.3
88.0,293.3
88.5,293.3
89.0,293.3
89.5,293.3
90.0,293.3
90.5,293.3
91.0,293.3
91.5,293.3
92.0,293.3
92.5,293.3
93.0,293.3
93.5,293.3
94.0,293.3
94.5,293.3
95.0,293.3
95.5,293.3
96.0,293.3
96.5,293.3
97.0,293.3
97.5,293.3
98.0,293.3
98.5,293.3
99.0,293.3
99.5,293.3
100.0,293.3
100.5,293.3
101.0,293.3
101.5,293.3
102.0,293.3
102.5,293.3
103.0,293.3
103.5,293.3
104.0,293.3
104.5,293.3
105.0,293.3
105.5,293.3
106.0,293.3
106.5,293.3
107.0,293.3
107.5,293.3
108.0,293.3
108.5,293.3
109.0,293.3
109.5,293.3
110.0,293.3
110.5,293.3
111.0,293.3
111.5,293.3
112.0,293.3
112.5,293.3
113.0,293.3
113.5,293.3
114.0,293.3
114.5,293.3
115.0,293.3
115.5,293.3
116.0,293.3
116.5,293.3
117.0,293.3
117.5,293.3
118.0,293.3
118.5,293.3
119.0,293.3
119.5,293.3
120.0,293.3
120.5,293.31
121.0,293.33
121.5,293.34
122.0,293.35
122.5,293.37
123.0,293.37
123.5,293.38
124.0,293.39
124.5,293.4
125.0,293.41
125.5,293.42
126.0,293.43
126.5,293.44
127.0,293.45
127.5,293.46
128.0,293.47
128.5,293.48
129.0,293.49
129.5,293.5
130.0,293.5
130.5,293.51
131.0,293.52
131.5,293.53
132.0,293.54
132.5,293.54
133.0,293.54
133.5,293.54
134.0,293.54
134.5,293.54
135.0,293.55
135.5,293.56
136.0,293.57
136.5,293.58
137.0,293.58
137.5,293.59
138.0,293.59
138.5,293.6
139.0,293.6
139.5,293.61
140.0,293.61
140.5,293.62
141.0,293.62
141.5,293.63
142.0,293.63
142.5,293.64
143.0,293.64
143.5,293.65
144.0,293.65
144.5,293.66
145.0,293.66
145.5,293.67
146.0,293.67
146.5,293.68
147.0,293.68
147.5,293.69
148.0,293.7
148.5,293.71
149.0,293.72
149.5,293.73
150.0,293.73
150.5,293.74
151.0,293.75
151.5,293.76
152.0,293.77
152.5,293.78
153.0,293.79
153.5,293.79
154.0,293.8
154.5,293.81
155.0,293.81
155.5,293.82
156.0,293.83
156.5,293.83
157.0,293.84
157.5,293.85
158.0,293.85
158.5,293.86
159.0,293.87
159.5,293.87
160.0,293.88
160.5,293.88
161.0,293.89
161.5,293.89
162.0,293.9
162.5,293.9
163.0,293.9
163.5,293.9
164.0,293.91
164.5,293.91
165.0,293.9
165.5,293.89
166.0,293.88
166.5,293.87
167.0,293.86
167.5,293.85
168.0,293.84
168.5,293.82
169.0,293.79
169.5,293.75
170.0,293.72
170.5,293.68
171.0,293.65
171.5,293.62
172.0,293.58
172.5,293.55
173.0,293.52
173.5,293.5
174.0,293.48
174.5,293.45
175.0,293.43
175.5,293.41
176.0,293.4
176.5,293.39
177.0,293.38
177.5,293.36
178.0,293.36
178.5,293.35
179.0,293.35
179.5,293.34
180.0,293.34
180.5,293.34
181.0,293.33
181.5,293.33
182.0,293.32
182.5,293.32
183.0,293.32
183.5,293.33
184.0,293.33
184.5,293.33
185.0,293.33
185.5,293.34
186.0,293.34
186.5,293.34
187.0,293.34
187.5,293.35
188.0,293.35
188.5,293.35
189.0,293.35
189.5,293.36
190.0,293.36
190.5,293.36
191.0,293.37
191.5,293.37
192.0,293.38
192.5,293.38
193.0,293.38
193.5,293.39
194.0,293.39
194.5,293.4
195.0,293.4
195.5,293.4
196.0,293.4
196.5,293.4
197.0,293.4
197.5,293.4
198.0,293.41
198.5,293.41
199.0,293.41
199.5,293.42
200.0,293.42
200.5,293.42
201.0,293.43
201.5,293.43
202.0,293.43
202.5,293.43
203.0,293.43
203.5,293.42
204.0,293.42
204.5,293.42
205.0,293.42
205.5,293.42
206.0,293.43
206.5,293.43
207.0,293.44
207.5,293.44
208.0,293.45
208.5,293.45
209.0,293.46
209.5,293.46
210.0,293.47
210.5,293.47
211.0,293.48
211.5,293.48
212.0,293.49
212.5,293.49
213.0,293.49
213.5,293.49
214.0,293.49
214.5,293.48
215.0,293.48
215.5,293.48
216.0,293.48
216.5,293.46
217.0,293.44
217.5,293.43
218.0,293.41
218.5,293.39
219.0,293.37
219.5,293.35
220.0,293.32
220.5,293.3
221.0,293.3
221.5,293.3
222.0,293.3
222.5,293.3
223.0,293.3
223.5,293.3
224.0,293.3
224.5,293.3
225.0,293.3
225.5,293.3
226.0,293.3
226.5,293.3
227.0,293.3
227.5,293.3
228.0,293.3
228.5,293.3
229.0,293.3
229.5,293.3
230.0,293.3
230.5,293.3
231.0,293.3
231.5,293.3
232.0,293.3
232.5,293.3
233.0,293.3
233.5,293.3
234.0,293.3
234.5,293.3
235.0,293.3
235.5,293.3
236.0,293.3
236.5,293.3
237.0,293.3
237.5,293.3
238.0,293.3
238.5,293.3
239.0,293.3
239.5,293.3
240.0,293.3
240.5,293.3
241.0,293.3
241.5,293.3
242.0,293.3
242.5,293.3
243.0,293.3
243.5,293.3
244.0,293.3
244.5,293.3
245.0,293.3
245.5,293.3
246.0,293.3
246.5,293.3
247.0,293.3
247.5,293.3
248.0,293.3
248.5,293.3
249.0,293.3
249.5,293.3
250.0,293.3
250.5,293.3
251.0,293.3
251.5,293.3
252.0,293.3
252.5,293.3
253.0,293.3
253.5,293.3
254.0,293.3
254.5,293.3
255.0,293.3
255.5,293.3
256.0,293.3
256.5,293.3
257.0,293.3
257.5,293.3
258.0,293.3
258.5,293.3
259.0,293.3
259.5,293.3
260.0,293.3
260.5,293.3
261.0,293.3
261.5,293.3
262.0,293.3
262.5,293.3
263.0,293.3
263.5,293.3
264.0,293.3
264.5,293.3
265.0,293.3
265.5,293.3
266.0,293.3
266.5,293.3
267.0,293.3
267.5,293.3
268.0,293.3
268.5,293.3
269.0,293.3
269.5,293.3
270.0,293.3
270.5,293.3
271.0,293.3
271.5,293.3
272.0,293.3
272.5,293.3
273.0,293.3
273.5,293.3
274.0,293.3
274.5,293.3
275.0,293.3
275.5,293.3
276.0,293.3
276.5,293.3
277.0,293.3
277.5,293.3
278.0,293.3
278.5,293.3
279.0,293.3
279.5,293.3
280.0,293.3
280.5,293.3
281.0,293.3
281.5,293.3
282.0,293.3
282.5,293.3
283.0,293.3
283.5,293.3
284.0,293.3
284.5,293.3
285.0,293.3
285.5,293.3
286.0,293.3
286.5,293.3
287.0,293.3
287.5,293.3
288.0,293.3
288.5,293.3
289.0,293.3
289.5,293.3
290.0,293.3
290.5,293.3
291.0,293.3
291.5,293.3
292.0,293.3
292.5,293.3
293.0,293.3
293.5,293.3
294.0,293.3
294.5,293.3
295.0,293.3
295.5,293.3
296.0,293.3
296.5,293.3
297.0,293.3
297.5,293.3
298.0,293.3
298.5,293.3
299.0,293.3
299.5,293.3
300.0,293.3
300.5,293.3
301.0,293.3
301.5,293.3
302.0,293.3
302.5,293.3
303.0,293.3
303.5,293.3
304.0,293.3
304.5,293.3
305.0,293.3
305.5,293.3
306.0,293.3
306.5,293.3
307.0,293.3
307.5,293.3
308.0,293.3
308.5,293.3
309.0,293.3
309.5,293.3
310.0,293.3
310.5,293.3
311.0,293.3
311.5,293.3
312.0,293.3
312.5,293.3
313.0,293.3
313.5,293.3
314.0,293.3
314.5,293.3
315.0,293.3
315.5,293.3
316.0,293.3
316.5,293.3
317.0,293.3
317.5,293.3
318.0,293.3
318.5,293.3
319.0,293.3
319.5,293.3
320.0,293.3
320.5,293.3
321.0,293.3
321.5,293.3
322.0,293.3
322.5,293.3
323.0,293.3
323.5,293.3
324.0,293.3
324.5,293.3
325.0,293.3
325.5,293.3
326.0,293.3
326.5,293.3
327.0,293.3
327.5,293.3
328.0,293.3
328.5,293.3
329.0,293.3
329.5,293.3
330.0,293.3
330.5,293.3
331.0,293.3
331.5,293.3
332.0,293.3
332.5,293.3
333.0,293.3
333.5,293.3
334.0,293.3
334.5,293.3
335.0,293.3
335.5,293.3
336.0,293.3
336.5,293.3
337.0,293.3
337.5,293.3
338.0,293.3
338.5,293.3
339.0,293.3
339.5,293.3
340.0,293.3
340.5,293.3
341.0,293.3
341.5,293.3
342.0,293.3
342.5,293.3
343.0,293.3
343.5,293.3
344.0,293.3
344.5,293.3
345.0,293.3
345.5,293.3
346.0,293.3
346.5,293.3
347.0,293.3
347.5,293.3
348.0,293.3
348.5,293.3
349.0,293.3
349.5,293.3
350.0,293.3
350.5,293.3
351.0,293.3
351.5,293.3
352.0,293.3
352.5,293.3
353.0,293.3
353.5,293.3
354.0,293.3
354.5,293.3
355.0,293.3
355.5,293.3
356.0,293.3
356.5,293.3
357.0,293.3
357.5,293.3
358.0,293.3
358.5,293.3
359.0,293.3
359.5,293.3
360.0,293.3
360.5,293.3
361.0,293.3
361.5,293.3
362.0,293.3
362.5,293.3
363.0,293.3
363.5,293.3
364.0,293.3
364.5,293.3
365.0,293.3
365.5,293.3
366.0,293.3
366.5,293.3
367.0,293.3
367.5,293.3
368.0,293.3
368.5,293.3
369.0,293.3
369.5,293.3
370.0,293.3
370.5,293.3
371.0,293.3
371.5,293.3
372.0,293.3
372.5,293.3
373.0,293.3
373.5,293.3
374.0,293.3
374.5,293.3
375.0,293.3
375.5,293.3
376.0,293.3
376.5,293.3
377.0,293.3
377.5,293.3
378.0,293.3
378.5,293.3
379.0,293.3
379.5,293.3
380.0,293.3
380.5,293.3
381.0,293.3
381.5,293.3
382.0,293.3
382.5,293.3
383.0,293.3
383.5,293.3
384.0,293.3
384.5,293.3
385.0,293.3
385.5,293.3
386.0,293.3
386.5,293.3
387.0,293.3
387.5,293.3
388.0,293.3
388.5,293.3
389.0,293.3
389.5,293.3
390.0,293.3
390.5,293.3
391.0,293.3
391.5,293.3
392.0,293.3
392.5,293.3
393.0,293.3
393.5,293.3
394.0,293.3
394.5,293.3
395.0,293.3
395.5,293.3
396.0,293.3
396.5,293.3
397.0,293.3
397.5,293.3
398.0,293.3
398.5,293.3
399.0,293.3
399.5,293.3
400.0,293.3
400.5,293.3
401.0,293.3
401.5,293.3
402.0,293.3
402.5,293.3
403.0,293.3
403.5,293.3
404.0,293.3
404.5,293.3
405.0,293.3
405.5,293.3
406.0,293.3
406.5,293.3
407.0,293.3
407.5,293.3
408.0,293.3
408.5,293.3
409.0,293.3
409.5,293.3
410.0,293.3
410.5,293.3
411.0,293.3
411.5,293.3
412.0,293.3
412.5,293.3
413.0,293.3
413.5,293.3
414.0,293.3
414.5,293.3
415.0,293.3
415.5,293.3
416.0,293.3
416.5,293.3
417.0,293.3
417.5,293.3
418.0,293.3
418.5,293.3
419.0,293.3
419.5,293.3
420.0,293.3
420.5,293.3
421.0,293.3
421.5,293.3
422.0,293.3
422.5,293.3
423.0,293.3
423.5,293.3
424.0,293.3
424.5,293.3
425.0,293.3
425.5,293.3
426.0,293.3
426.5,293.3
427.0,293.3
427.5,293.3
428.0,293.3
428.5,293.3
429.0,293.3
429.5,293.3
430.0,293.3
430.5,293.3
431.0,293.3
431.5,293.3
432.0,293.3
432.5,293.3
433.0,293.3
433.5,293.3
434.0,293.3
434.5,293.3
435.0,293.3
435.5,293.3
436.0,293.3
436.5,293.3
437.0,293.3
437.5,293.3
438.0,293.3
438.5,293.3
439.0,293.3
439.5,293.3
440.0,293.3
440.5,293.3
441.0,293.3
441.5,293.3
442.0,293.3
442.5,293.3
443.0,293.3
443.5,293.3
444.0,293.3
444.5,293.3
445.0,293.3
445.5,293.3
446.0,293.3
446.5,293.3
447.0,293.3
447.5,293.3
448.0,293.3
448.5,293.3
449.0,293.3
449.5,293.3
450.0,293.3
450.5,293.3
451.0,293.3
451.5,293.3
452.0,293.3
452.5,293.3
453.0,293.3
453.5,293.3
454.0,293.3
454.5,293.3
455.0,293.3
455.5,293.3
456.0,293.3
456.5,293.3
457.0,293.3
457.5,293.3
458.0,293.3
458.5,293.3
459.0,293.3
459.5,293.3
460.0,293.3
460.5,293.3
461.0,293.3
461.5,293.3
462.0,293.3
462.5,293.3
463.0,293.3
463.5,293.3
464.0,293.3
464.5,293.3
465.0,293.3
465.5,293.3
466.0,293.3
466.5,293.3
467.0,293.3
467.5,293.3
468.0,293.3
468.5,293.3
469.0,293.3
469.5,293.3
470.0,293.3
470.5,293.3
471.0,293.3
471.5,293.3
472.0,293.3
472.5,293.3
473.0,293.3
473.5,293.3
474.0,293.3
474.5,293.3
475.0,293.3
475.5,293.3
476.0,293.3
476.5,293.3
477.0,293.3
477.5,293.3
478.0,293.3
478.5,293.3
479.0,293.3
479.5,293.3
480.0,293.3
480.5,293.3
481.0,293.3
481.5,293.3
482.0,293.3
482.5,293.3
483.0,293.3
483.5,293.3
484.0,293.3
484.5,293.3
485.0,293.3
485.5,293.3
486.0,293.3
486.5,293.3
487.0,293.3
487.5,293.3
488.0,293.3
488.5,293.3
489.0,293.3
489.5,293.3
490.0,293.3
490.5,293.3
491.0,293.3
491.5,293.3
492.0,293.3
492.5,293.3
493.0,293.3
493.5,293.3
494.0,293.3
494.5,293.3
495.0,293.3
495.5,293.3
496.0,293.3
496.5,293.3
497.0,293.3
497.5,293.3
498.0,293.3
498.5,293.3
499.0,293.3
499.5,293.3
500.0,293.3
500.5,293.3
501.0,293.3
501.5,293.3
502.0,293.3
502.5,293.3
503.0,293.3
503.5,293.3
504.0,293.3
504.5,293.3
505.0,293.25
505.5,293.17
506.0,293.09
506.5,293.02
507.0,292.94
507.5,292.86
508.0,292.78
508.5,292.7
509.0,292.62
509.5,292.54
510.0,292.46
510.5,292.4
511.0,292.36
511.5,292.32
512.0,292.28
512.5,292.23
513.0,292.1
513.5,291.98
514.0,291.85
514.5,291.73
515.0,291.57
515.5,291.41
516.0,291.25
516.5,291.09
517.0,290.94
517.5,290.91
518.0,290.88
518.5,290.85
519.0,290.83
519.5,290.8
520.0,290.77
520.5,290.74
521.0,290.71
521.5,290.68
522.0,290.65
522.5,290.62
523.0,290.6
523.5,290.57
524.0,290.54
524.5,290.51
525.0,290.5
525.5,290.5
526.0,290.5
526.5,290.5
527.0,290.5
527.5,290.5
528.0,290.5
528.5,290.5
529.0,290.5
529.5,290.5
530.0,290.5
530.5,290.5
531.0,290.5
531.5,290.5
532.0,290.5
532.5,290.5
533.0,290.5
533.5,290.5
534.0,290.5
534.5,290.5
535.0,290.5
535.5,290.5
536.0,290.5
536.5,290.5
537.0,290.5
537.5,290.5
538.0,290.5
538.5,290.5
539.0,290.5
539.5,290.5
540.0,290.5
540.5,290.5
541.0,290.5
541.5,290.5
542.0,290.5
542.5,290.5
543.0,290.5
543.5,290.5
544.0,290.5
544.5,290.5
545.0,290.5
545.5,290.5
546.0,290.5
546.5,290.5
547.0,290.5
547.5,290.5
548.0,290.5
548.5,290.5
549.0,290.5
549.5,290.5
550.0,290.5
550.5,290.5
551.0,290.5
551.5,290.5
552.0,290.5
552.5,290.5
553.0,290.5
553.5,290.5
554.0,290.5
554.5,290.5
555.0,290.5
555.5,290.5
556.0,290.5
556.5,290.5
557.0,290.5
557.5,290.5
558.0,290.5
558.5,290.5
559.0,290.5
559.5,290.5
560.0,290.5
560.5,290.5
561.0,290.5
561.5,290.5
562.0,290.5
562.5,290.5
563.0,290.5
563.5,290.5
564.0,290.5
564.5,290.5
565.0,290.5
565.5,290.5
566.0,290.5
566.5,290.5
567.0,290.5
567.5,290.5
568.0,290.5
568.5,290.5
569.0,290.5
569.5,290.5
570.0,290.5
570.5,290.5
571.0,290.5
571.5,290.5
572.0,290.5
572.5,290.5
573.0,290.5
573.5,290.5
574.0,290.5
574.5,290.5
575.0,290.5
575.5,290.5
576.0,290.5
576.5,290.53
577.0,290.6
577.5,290.67
578.0,290.74
578.5,290.81
579.0,290.89
579.5,290.96
580.0,291.02
580.5,291.06
581.0,291.1
581.5,291.14
582.0,291.18
582.5,291.23
583.0,291.27
583.5,291.31
584.0,291.35
584.5,291.39
585.0,291.43
585.5,291.48
586.0,291.52
586.5,291.56
587.0,291.6
587.5,291.63
588.0,291.66
588.5,291.69
589.0,291.71
589.5,291.74
590.0,291.77
590.5,291.8
591.0,291.8
591.5,291.81
592.0,291.81
592.5,291.82
593.0,291.82
593.5,291.82
594.0,291.83
594.5,291.83
595.0,291.83
595.5,291.83
596.0,291.83
596.5,291.83
597.0,291.83
597.5,291.83
598.0,291.83
598.5,291.83
599.0,291.83
599.5,291.83
600.0,291.83
600.5,291.83
601.0,291.83
601.5,291.83
602.0,291.85
602.5,291.86
603.0,291.87
603.5,291.88
604.0,291.89
604.5,291.9
605.0,291.92
605.5,291.95
606.0,291.98
606.5,292.01
607.0,292.04
607.5,292.08
608.0,292.11
608.5,292.16
609.0,292.24
609.5,292.31
610.0,292.38
610.5,292.46
611.0,292.53
611.5,292.6
612.0,292.68
612.5,292.81
613.0,292.95
613.5,293.1
614.0,293.24
614.5,293.39
615.0,293.54
615.5,293.68
616.0,293.94
616.5,293.95
617.0,293.96
617.5,293.97
618.0,293.98
618.5,293.99
619.0,294.0
619.5,294.02
620.0,294.07
620.5,294.11
621.0,294.15
621.5,294.19
622.0,294.23
622.5,294.28
623.0,294.41
623.5,294.52
624.0,294.52
624.5,294.52
625.0,294.53
625.5,294.53
626.0,294.53
626.5,294.53
627.0,294.54
627.5,294.55
628.0,294.55
628.5,294.56
629.0,294.57
629.5,294.57
630.0,294.58
630.5,294.58
631.0,294.58
631.5,294.57
632.0,294.7
632.5,294.86
633.0,294.99
633.5,295.12
634.0,295.24
634.5,295.36
635.0,295.38
635.5,295.28
636.0,295.18
636.5,295.09
637.0,295.0
637.5,294.91
638.0,294.83
638.5,294.75
639.0,294.68
639.5,294.65
640.0,294.63
640.5,294.61
641.0,294.58
641.5,294.58
642.0,294.59
642.5,294.59
643.0,294.59
643.5,294.6
644.0,294.6
644.5,294.6
645.0,294.6
645.5,294.6
646.0,294.6
646.5,294.6
647.0,294.59
647.5,294.59
648.0,294.57
648.5,294.56
649.0,294.55
649.5,294.54
650.0,294.55
650.5,294.56
651.0,294.57
651.5,294.58
652.0,294.59
652.5,294.61
653.0,294.62
653.5,294.63
654.0,294.63
654.5,294.61
655.0,294.6
655.5,294.58
656.0,294.57
656.5,294.57
657.0,294.57
657.5,294.57
658.0,294.56
658.5,294.54
659.0,294.52
659.5,294.49
660.0,294.47
660.5,294.47
661.0,294.46
661.5,294.46
662.0,294.45
662.5,294.45
663.0,294.45
663.5,294.45
664.0,294.45
664.5,294.45
665.0,294.45
665.5,294.45
666.0,294.44
666.5,294.44
667.0,294.42
667.5,294.4
668.0,294.38
668.5,294.36
669.0,294.36
669.5,294.35
670.0,294.34
670.5,294.34
671.0,294.34
671.5,294.35
672.0,294.36
672.5,294.37
673.0,294.37
673.5,294.37
674.0,294.36
674.5,294.35
675.0,294.35
675.5,294.35
676.0,294.34
676.5,294.34
677.0,294.34
677.5,294.31
678.0,294.28
678.5,294.25
679.0,294.22
679.5,294.21
680.0,294.19
680.5,294.17
681.0,294.16
681.5,294.15
682.0,294.16
682.5,294.17
683.0,294.18
683.5,294.17
684.0,294.16
684.5,294.14
685.0,294.12
685.5,294.11
686.0,294.1
686.5,294.1
687.0,294.1
687.5,294.1
688.0,294.1
688.5,294.1
689.0,294.1
689.5,294.1
690.0,294.1
690.5,294.1
691.0,294.1
691.5,294.06
692.0,294.01
692.5,293.98
693.0,293.97
693.5,293.97
694.0,293.96
694.5,293.95
695.0,293.93
695.5,293.92
696.0,293.91
696.5,293.9
697.0,293.89
697.5,293.88
698.0,293.88
698.5,293.86
699.0,293.85
699.5,293.84
700.0,293.83
700.5,293.8
701.0,293.77
701.5,293.74
702.0,293.71
702.5,293.7
703.0,293.71
703.5,293.71
704.0,293.72
704.5,293.73
705.0,293.73
705.5,293.73
706.0,293.73
706.5,293.71
707.0,293.63
707.5,293.6
708.0,293.6
708.5,293.6
709.0,293.6
709.5,293.6
710.0,293.6
710.5,293.6
711.0,293.6
711.5,293.6
712.0,293.6
712.5,293.6
713.0,293.6
713.5,293.6
714.0,293.6
714.5,293.6
715.0,293.6
715.5,293.6
716.0,293.6
716.5,293.6
717.0,293.6
717.5,293.6
718.0,293.6
718.5,293.6
719.0,293.6
